msisdn,daily_calls,avg_call_duration,daily_data_gb,unique_destinations,is_fraud,report_date,avg_call_duration_min,call_to_dest_ratio,data_usage_intensity,dest_zscore,anomaly_score,predicted_status,potential_revenue_loss_idr
628170000420,13,127.46295217380724,3.781737921542325,3,0,2021-03-01,2.1243825362301205,4.333333333333333,0.1575724133975968,-0.2178310056130858,1,NORMAL,0.0
628170000440,1,220.50529657923587,2.708861343148564,5,0,2019-05-25,3.675088276320598,0.2,0.1128692226311901,-0.1793384852674547,1,NORMAL,0.0
628170000656,3,271.4067849933663,3.741646673784857,6,0,2017-07-30,4.523446416556104,0.5,0.1559019447410357,-0.1600922250946391,1,NORMAL,0.0
628170000280,8,85.38770293014193,4.602740014833817,2,0,2021-12-06,1.423128382169032,4.0,0.191780833951409,-0.2370772657859014,1,NORMAL,0.0
628170000373,9,273.00503329898834,0.8225173808607914,3,0,2022-02-26,4.550083888316473,3.0,0.0342715575358663,-0.2178310056130858,1,NORMAL,0.0
628170000555,6,100.13352161528807,2.1946994708110146,1,0,2022-06-24,1.668892026921468,6.0,0.0914458112837922,-0.256323525958717,1,NORMAL,0.0
628180000021,648,6.164611639831719,59.963663962683256,234,1,2022-06-21,0.1027435273305286,2.769230769230769,2.4984859984451355,4.22805509430731,1,NORMAL,0.0
628170000711,3,169.78214371387207,1.4563901081773984,3,0,2020-07-24,2.8297023952312013,1.0,0.0606829211740582,-0.2178310056130858,1,NORMAL,0.0
628170000101,12,295.24222656532373,1.5929277815804,1,0,2021-05-05,4.920703776088729,12.0,0.0663719908991833,-0.256323525958717,1,NORMAL,0.0
628170000577,5,255.99359865819144,0.9514318063651448,6,0,2019-08-17,4.266559977636524,0.8333333333333334,0.039642991931881,-0.1600922250946391,1,NORMAL,0.0
628170000094,10,80.37309649385256,0.6701953496388329,2,0,2018-09-17,1.339551608230876,5.0,0.0279248062349513,-0.2370772657859014,1,NORMAL,0.0
628170000794,3,78.51443939496534,1.7815200305460257,4,0,2018-04-24,1.3085739899160889,0.75,0.074230001272751,-0.1985847454402703,1,NORMAL,0.0
628170000509,12,267.36194304178446,4.555179008721645,2,0,2019-09-16,4.456032384029741,6.0,0.1897991253634018,-0.2370772657859014,1,NORMAL,0.0
628170000023,12,76.52636522444006,0.4891549080460344,4,0,2022-04-26,1.2754394204073345,3.0,0.0203814545019181,-0.1985847454402703,1,NORMAL,0.0
628170000667,4,239.68115025377023,0.2698843069597683,7,0,2019-10-23,3.994685837562837,0.5714285714285714,0.011245179456657,-0.1408459649218236,1,NORMAL,0.0
628170000678,1,61.673211019846505,3.3790812883965846,1,0,2020-04-11,1.027886850330775,1.0,0.140795053683191,-0.256323525958717,1,NORMAL,0.0
628170000431,14,207.8715090118937,3.8210514858480233,5,0,2021-04-15,3.464525150198228,2.8,0.1592104785770009,-0.1793384852674547,1,NORMAL,0.0
628170000829,11,228.82854406772293,1.6249657258106287,4,0,2021-04-28,3.813809067795382,2.75,0.0677069052421095,-0.1985847454402703,1,NORMAL,0.0
628170000294,11,262.68211767364966,0.7454709899273534,3,0,2019-01-05,4.378035294560828,3.6666666666666665,0.031061291246973,-0.2178310056130858,1,NORMAL,0.0
628170000781,6,265.82427428204835,0.6907362403780822,3,0,2018-04-29,4.430404571367473,2.0,0.02878067668242,-0.2178310056130858,1,NORMAL,0.0
628170000761,2,205.58793531367297,1.9808105269204,4,0,2018-08-25,3.426465588561216,0.5,0.0825337719550166,-0.1985847454402703,1,NORMAL,0.0
628170000624,1,232.40599457058968,2.778576278920164,7,0,2020-12-21,3.8734332428431615,0.1428571428571428,0.1157740116216735,-0.1408459649218236,1,NORMAL,0.0
628170000530,12,298.6251121145375,3.986980617147447,5,0,2022-04-09,4.977085201908959,2.4,0.1661241923811436,-0.1793384852674547,1,NORMAL,0.0
628170000253,3,123.67736451198148,4.845595010212481,4,0,2020-12-12,2.0612894085330247,0.75,0.2018997920921867,-0.1985847454402703,1,NORMAL,0.0
628170000748,9,265.38156297989445,3.078735549044449,6,0,2021-10-05,4.423026049664908,1.5,0.128280647876852,-0.1600922250946391,1,NORMAL,0.0
628170000319,9,137.2395529969828,1.0997746096816043,6,0,2018-01-01,2.2873258832830468,1.5,0.0458239420700668,-0.1600922250946391,1,NORMAL,0.0
628170000212,7,187.51578458685253,3.2196814426193163,5,0,2018-10-11,3.1252630764475424,1.4,0.1341533934424715,-0.1793384852674547,1,NORMAL,0.0
628170000164,1,148.56642531395897,1.90202081929872,7,0,2019-07-24,2.476107088565983,0.1428571428571428,0.0792508674707799,-0.1408459649218236,1,NORMAL,0.0
628170000273,12,299.15604799840577,1.067605400313693,2,0,2018-06-28,4.985934133306762,6.0,0.0444835583464038,-0.2370772657859014,1,NORMAL,0.0
628170000991,4,144.40932848516596,1.5469234208349223,6,0,2021-01-27,2.4068221414194326,0.6666666666666666,0.0644551425347884,-0.1600922250946391,1,NORMAL,0.0
628170000274,10,165.5926527894355,4.445932011025421,4,0,2021-10-24,2.759877546490592,2.5,0.1852471671260591,-0.1985847454402703,1,NORMAL,0.0
628180000043,137,13.120544152359033,379.0924338664833,255,1,2018-06-01,0.2186757358726505,0.5372549019607843,15.795518077770138,4.632226557936437,1,NORMAL,0.0
628170000862,8,113.14108422962154,1.98900833321092,4,0,2017-12-09,1.8856847371603591,2.0,0.0828753472171216,-0.1985847454402703,1,NORMAL,0.0
628170000422,5,277.6746653748056,4.787411643308944,1,0,2020-09-26,4.627911089580094,5.0,0.1994754851378727,-0.256323525958717,1,NORMAL,0.0
628170000147,1,78.93292786472824,0.6947862031699016,4,0,2021-08-06,1.3155487977454707,0.25,0.0289494251320792,-0.1985847454402703,1,NORMAL,0.0
628170000754,6,207.85109938523647,3.218366713898695,7,0,2021-12-11,3.464184989753942,0.8571428571428571,0.1340986130791122,-0.1408459649218236,1,NORMAL,0.0
628170000250,14,175.09681279323917,3.255130842351541,4,0,2021-03-07,2.918280213220653,3.5,0.1356304517646475,-0.1985847454402703,1,NORMAL,0.0
628170000284,8,182.50710598090643,4.225792909161301,7,0,2017-07-12,3.041785099681774,1.1428571428571428,0.1760747045483875,-0.1408459649218236,1,NORMAL,0.0
628170000448,8,279.5869727516632,4.69043006396215,3,0,2021-06-17,4.6597828791943865,2.6666666666666665,0.1954345859984229,-0.2178310056130858,1,NORMAL,0.0
628170000481,4,124.69219017196174,3.378209452912631,2,0,2020-07-01,2.078203169532696,2.0,0.1407587272046929,-0.2370772657859014,1,NORMAL,0.0
628170000994,1,198.44201766267471,4.037065442154735,3,0,2019-02-08,3.3073669610445786,0.3333333333333333,0.1682110600897806,-0.2178310056130858,1,NORMAL,0.0
628170000483,8,138.52134667449536,2.117651153764092,4,0,2022-08-25,2.308689111241589,2.0,0.0882354647401705,-0.1985847454402703,1,NORMAL,0.0
628170000759,10,299.01015733532034,3.4642905761137737,3,0,2018-01-17,4.983502622255339,3.333333333333333,0.1443454406714072,-0.2178310056130858,1,NORMAL,0.0
628170000596,10,196.5702679614504,3.4630032637618777,3,0,2018-12-04,3.2761711326908403,3.333333333333333,0.1442918026567449,-0.2178310056130858,1,NORMAL,0.0
628170000256,1,90.64330219379514,4.901854613858368,4,0,2022-08-31,1.510721703229919,0.25,0.2042439422440986,-0.1985847454402703,1,NORMAL,0.0
628170000408,1,58.78152834611839,2.3451157450156743,3,0,2018-11-17,0.9796921391019732,0.3333333333333333,0.0977131560423197,-0.2178310056130858,1,NORMAL,0.0
628170000724,9,201.8361673767819,0.6293261952403878,1,0,2022-04-27,3.363936122946365,9.0,0.0262219248016828,-0.256323525958717,1,NORMAL,0.0
628170000312,7,206.24144912000617,0.1457249371527571,4,0,2022-03-08,3.437357485333436,1.75,0.0060718723813648,-0.1985847454402703,1,NORMAL,0.0
628170000297,3,103.10106174875952,1.1462056949222923,7,0,2019-08-27,1.718351029145992,0.4285714285714285,0.0477585706217621,-0.1408459649218236,1,NORMAL,0.0
628170000512,8,195.62107508689107,0.6168211297874899,5,0,2020-05-28,3.2603512514481845,1.6,0.025700880407812,-0.1793384852674547,1,NORMAL,0.0
628170000008,10,163.0068853780748,3.0129340424122484,5,0,2017-08-29,2.7167814229679133,2.0,0.1255389184338436,-0.1793384852674547,1,NORMAL,0.0
628170000091,10,71.27196757976964,4.271982292950969,3,0,2019-01-29,1.1878661263294938,3.333333333333333,0.1779992622062903,-0.2178310056130858,1,NORMAL,0.0
628170000056,7,222.60438818882915,3.805200311586706,2,0,2018-05-17,3.710073136480486,3.5,0.1585500129827794,-0.2370772657859014,1,NORMAL,0.0
628170000652,10,137.35048744995447,1.576199777724002,1,0,2021-06-28,2.2891747908325746,10.0,0.0656749907385,-0.256323525958717,1,NORMAL,0.0
628170000279,11,272.4746581489927,4.247920259582362,4,0,2022-01-15,4.541244302483212,2.75,0.1769966774825984,-0.1985847454402703,1,NORMAL,0.0
628170000760,9,293.19415377963145,0.6609894265229351,2,0,2022-02-24,4.886569229660524,4.5,0.0275412261051223,-0.2370772657859014,1,NORMAL,0.0
628170000356,6,67.62613999966251,2.941920558397844,6,0,2021-06-01,1.1271023333277086,1.0,0.1225800232665768,-0.1600922250946391,1,NORMAL,0.0
628170000116,9,117.3933938291458,0.9567092735760216,7,0,2020-01-09,1.9565565638190965,1.2857142857142858,0.0398628863990009,-0.1408459649218236,1,NORMAL,0.0
628170000703,13,296.3989001821295,2.5807036915264936,7,0,2021-05-10,4.939981669702159,1.8571428571428568,0.1075293204802705,-0.1408459649218236,1,NORMAL,0.0
628170000981,12,87.2521067752212,4.780064515729337,6,0,2022-02-19,1.45420177958702,2.0,0.1991693548220557,-0.1600922250946391,1,NORMAL,0.0
628170000808,3,291.7413270305276,4.591512655621916,5,0,2019-01-20,4.862355450508793,0.6,0.1913130273175798,-0.1793384852674547,1,NORMAL,0.0
628170000869,9,149.8125592122342,4.184884813494169,6,0,2020-07-06,2.49687598687057,1.5,0.174370200562257,-0.1600922250946391,1,NORMAL,0.0
628170000033,13,128.35286248298036,4.021746888329572,6,0,2020-10-30,2.1392143747163392,2.1666666666666665,0.1675727870137321,-0.1600922250946391,1,NORMAL,0.0
628170000521,13,77.66256864148724,3.984986653265813,3,0,2021-01-29,1.2943761440247874,4.333333333333333,0.1660411105527422,-0.2178310056130858,1,NORMAL,0.0
628170000552,1,53.486425176080736,3.2098892389443137,7,0,2018-12-09,0.8914404196013456,0.1428571428571428,0.133745384956013,-0.1408459649218236,1,NORMAL,0.0
628170000412,3,215.86864703548872,3.6669026041714496,7,0,2018-12-06,3.597810783924812,0.4285714285714285,0.1527876085071437,-0.1408459649218236,1,NORMAL,0.0
628170000156,6,74.35176544136809,1.6006427418543974,1,0,2019-03-05,1.239196090689468,6.0,0.0666934475772665,-0.256323525958717,1,NORMAL,0.0
628170000831,5,158.15033645244975,3.068318322318183,1,0,2020-09-22,2.6358389408741627,5.0,0.1278465967632576,-0.256323525958717,1,NORMAL,0.0
628170000153,3,244.72217420217035,4.983814583879586,3,0,2021-03-25,4.078702903369506,1.0,0.2076589409949827,-0.2178310056130858,1,NORMAL,0.0
628170000878,13,264.6043458092539,2.8327732486252155,1,0,2017-11-02,4.410072430154232,13.0,0.1180322186927173,-0.256323525958717,1,NORMAL,0.0
628170000613,2,48.31600595839642,3.853717405022983,2,0,2019-11-18,0.8052667659732736,1.0,0.1605715585426243,-0.2370772657859014,1,NORMAL,0.0
628170000949,8,57.383623681288455,1.8577060745433664,1,0,2018-04-06,0.9563937280214744,8.0,0.0774044197726402,-0.256323525958717,1,NORMAL,0.0
628170000788,11,198.2009775621404,1.5456994675053657,5,0,2020-01-03,3.303349626035673,2.2,0.0644041444793902,-0.1793384852674547,1,NORMAL,0.0
628170000130,1,47.11124202764729,2.25360727430126,7,0,2019-03-14,0.7851873671274548,0.1428571428571428,0.0939003030958858,-0.1408459649218236,1,NORMAL,0.0
628170000402,11,190.6710412890688,1.3705541184422916,5,0,2019-10-24,3.1778506881511466,2.2,0.0571064216017621,-0.1793384852674547,1,NORMAL,0.0
628170000173,10,176.75927250077692,1.373084722850668,4,0,2022-09-05,2.9459878750129485,2.5,0.0572118634521111,-0.1985847454402703,1,NORMAL,0.0
628170000300,11,36.85431602829311,3.690727569354628,2,0,2022-02-06,0.6142386004715519,5.5,0.1537803153897761,-0.2370772657859014,1,NORMAL,0.0
628170000544,14,101.71201149895064,0.5089740164479781,7,0,2022-04-17,1.6952001916491777,2.0,0.0212072506853324,-0.1408459649218236,1,NORMAL,0.0
628170000054,5,39.90446478046143,0.5737146032689262,7,0,2019-05-05,0.6650744130076905,0.7142857142857143,0.0239047751362052,-0.1408459649218236,1,NORMAL,0.0
628170000884,13,88.23229114738363,2.495599375783012,5,0,2020-08-25,1.4705381857897273,2.6,0.1039833073242921,-0.1793384852674547,1,NORMAL,0.0
628170000950,2,161.18537498030793,4.041742317629574,2,0,2018-05-10,2.6864229163384654,1.0,0.1684059299012322,-0.2370772657859014,1,NORMAL,0.0
628170000737,7,271.6004971363425,4.383690370957361,4,0,2018-05-28,4.526674952272375,1.75,0.1826537654565567,-0.1985847454402703,1,NORMAL,0.0
628170000020,5,272.1328706746232,3.649260203930832,4,0,2020-09-16,4.535547844577053,1.25,0.152052508497118,-0.1985847454402703,1,NORMAL,0.0
628170000773,6,130.18046600584273,1.8734079551055385,6,0,2021-07-17,2.1696744334307123,1.0,0.0780586647960641,-0.1600922250946391,1,NORMAL,0.0
628170000290,11,138.20602643633802,4.92488172367009,4,0,2017-08-05,2.303433773938967,2.75,0.2052034051529204,-0.1985847454402703,1,NORMAL,0.0
628170000717,4,65.83325359162629,1.4753477560282742,5,0,2022-03-05,1.0972208931937717,0.8,0.0614728231678447,-0.1793384852674547,1,NORMAL,0.0
628170000045,3,232.03011640358773,3.6801875001723054,2,0,2021-06-13,3.867168606726462,1.5,0.1533411458405127,-0.2370772657859014,1,NORMAL,0.0
628170000559,5,89.44946452644906,2.6842581484011143,7,0,2020-05-11,1.4908244087741511,0.7142857142857143,0.1118440895167131,-0.1408459649218236,1,NORMAL,0.0
628170000501,10,145.49874610868284,4.365834282725434,3,0,2018-01-22,2.4249791018113807,3.333333333333333,0.1819097617802264,-0.2178310056130858,1,NORMAL,0.0
628170000872,6,217.0090071010644,1.3707409968537632,7,0,2019-03-31,3.61681678501774,0.8571428571428571,0.0571142082022401,-0.1408459649218236,1,NORMAL,0.0
628170000956,2,114.05307877212098,3.416424364401238,5,0,2019-10-26,1.9008846462020164,0.4,0.1423510151833849,-0.1793384852674547,1,NORMAL,0.0
628170000775,1,40.82948168137027,0.1496428017359425,5,0,2021-04-10,0.6804913613561712,0.2,0.0062351167389976,-0.1793384852674547,1,NORMAL,0.0
628170000465,7,115.1283912142648,1.3297366405674604,5,0,2018-09-13,1.918806520237747,1.4,0.0554056933569775,-0.1793384852674547,1,NORMAL,0.0
628170000346,8,264.4863534924365,3.508528917834354,6,0,2019-06-29,4.408105891540608,1.3333333333333333,0.1461887049097647,-0.1600922250946391,1,NORMAL,0.0
628170000587,5,64.7948642178302,3.142549980644313,5,0,2020-07-24,1.0799144036305033,1.0,0.1309395825268463,-0.1793384852674547,1,NORMAL,0.0
628170000262,2,277.00839328838697,0.7276691571943802,7,0,2020-01-27,4.616806554806449,0.2857142857142857,0.0303195482164325,-0.1408459649218236,1,NORMAL,0.0
628170000600,2,201.18153983689507,1.2131798294152232,4,0,2017-12-11,3.353025663948251,0.5,0.0505491595589676,-0.1985847454402703,1,NORMAL,0.0
628170000777,9,186.24236031454623,4.57510604312356,4,0,2017-11-25,3.1040393385757707,2.25,0.1906294184634816,-0.1985847454402703,1,NORMAL,0.0
628170000763,10,213.66162545644863,1.908359806628492,1,0,2021-10-01,3.5610270909408106,10.0,0.0795149919428538,-0.256323525958717,1,NORMAL,0.0
628170000380,4,143.06804172085975,4.991902805825453,3,0,2018-04-20,2.384467362014329,1.3333333333333333,0.2079959502427272,-0.2178310056130858,1,NORMAL,0.0
628170000810,12,207.3188994261489,1.6624474097735804,7,0,2018-01-11,3.455314990435815,1.7142857142857142,0.0692686420738991,-0.1408459649218236,1,NORMAL,0.0
628170000943,13,272.4682482164965,2.436532994757304,2,0,2019-04-24,4.541137470274942,6.5,0.1015222081148876,-0.2370772657859014,1,NORMAL,0.0
628170000923,1,155.14339182615453,4.341328013560306,1,0,2018-10-23,2.585723197102576,1.0,0.1808886672316794,-0.256323525958717,1,NORMAL,0.0
628170000535,8,71.55189471176087,4.919255216304588,2,0,2017-10-31,1.1925315785293478,4.0,0.2049689673460245,-0.2370772657859014,1,NORMAL,0.0
628170000697,1,262.2330472410853,1.9841055054595813,5,0,2021-05-24,4.370550787351421,0.2,0.0826710627274825,-0.1793384852674547,1,NORMAL,0.0
628170000815,9,152.5231761735826,3.473184590611471,6,0,2019-05-30,2.542052936226377,1.5,0.1447160246088113,-0.1600922250946391,1,NORMAL,0.0
628170000936,1,249.50614945334524,0.4060422087334501,7,0,2020-02-20,4.158435824222421,0.1428571428571428,0.0169184253638937,-0.1408459649218236,1,NORMAL,0.0
628170000629,12,117.37475917037614,0.3059209083398859,5,0,2021-07-15,1.9562459861729355,2.4,0.0127467045141619,-0.1793384852674547,1,NORMAL,0.0
628170000079,2,231.26865802976909,1.864668396610444,2,0,2019-04-22,3.8544776338294846,1.0,0.0776945165254351,-0.2370772657859014,1,NORMAL,0.0
628170000152,5,67.73854168909816,2.59616842793397,6,0,2020-08-01,1.1289756948183025,0.8333333333333334,0.1081736844972487,-0.1600922250946391,1,NORMAL,0.0
628170000665,13,80.09188923984271,1.2735998325567368,7,0,2022-05-14,1.3348648206640452,1.8571428571428568,0.053066659689864,-0.1408459649218236,1,NORMAL,0.0
628170000329,4,187.42122146181688,0.2730256392071715,1,0,2021-07-25,3.1236870243636146,4.0,0.0113760683002988,-0.256323525958717,1,NORMAL,0.0
628170000321,7,85.34575976227165,3.692049350545407,4,0,2022-05-02,1.4224293293711945,1.75,0.1538353896060586,-0.1985847454402703,1,NORMAL,0.0
628170000705,3,164.69980143186615,0.4475678590554898,4,0,2022-04-07,2.7449966905311025,0.75,0.0186486607939787,-0.1985847454402703,1,NORMAL,0.0
628170000224,13,218.0957224467609,0.4491579660497672,7,0,2019-06-10,3.634928707446015,1.8571428571428568,0.0187149152520736,-0.1408459649218236,1,NORMAL,0.0
628170000311,8,78.20705875467007,2.36163162465697,7,0,2018-07-31,1.3034509792445013,1.1428571428571428,0.0984013176940404,-0.1408459649218236,1,NORMAL,0.0
628170000325,7,53.087303330706376,3.940579743978447,1,0,2019-12-29,0.8847883888451062,7.0,0.1641908226657686,-0.256323525958717,1,NORMAL,0.0
628170000218,1,166.58994329880582,2.6098874119821054,2,0,2021-03-22,2.776499054980097,0.5,0.1087453088325877,-0.2370772657859014,1,NORMAL,0.0
628170000011,11,94.83931707011212,0.7685547875279923,1,0,2020-03-31,1.5806552845018689,11.0,0.0320231161469996,-0.256323525958717,1,NORMAL,0.0
628170000123,8,186.93431978410533,0.7623148168586316,3,0,2021-12-09,3.1155719964017554,2.6666666666666665,0.0317631173691096,-0.2178310056130858,1,NORMAL,0.0
628170000879,12,184.064631592484,1.8016574912494872,3,0,2020-09-08,3.0677438598747333,4.0,0.0750690621353953,-0.2178310056130858,1,NORMAL,0.0
628170000508,11,142.74680946193064,2.373263746380431,6,0,2018-05-13,2.3791134910321774,1.8333333333333333,0.0988859894325179,-0.1600922250946391,1,NORMAL,0.0
628170000340,9,179.05273883003466,2.298192091677259,3,0,2022-03-31,2.9842123138339107,3.0,0.0957580038198857,-0.2178310056130858,1,NORMAL,0.0
628170000006,5,153.96665418433054,1.2365407709682796,5,0,2021-10-29,2.566110903072176,1.0,0.0515225321236783,-0.1793384852674547,1,NORMAL,0.0
628170000315,1,95.6564915698526,4.959868761611881,1,0,2022-06-28,1.594274859497543,1.0,0.206661198400495,-0.256323525958717,1,NORMAL,0.0
628170000078,4,188.44710186563736,1.38925159256313,3,0,2021-09-28,3.140785031093956,1.3333333333333333,0.0578854830234637,-0.2178310056130858,1,NORMAL,0.0
628170000909,6,31.554838334492825,0.8291002500850666,7,0,2021-10-27,0.5259139722415471,0.8571428571428571,0.0345458437535444,-0.1408459649218236,1,NORMAL,0.0
628170000955,10,175.5735447023187,4.989322192841693,1,0,2021-05-25,2.926225745038645,10.0,0.2078884247017372,-0.256323525958717,1,NORMAL,0.0
628170000129,3,66.29196277352304,2.5800951279171964,6,0,2019-05-12,1.104866046225384,0.5,0.1075039636632165,-0.1600922250946391,1,NORMAL,0.0
628170000215,7,285.76650169519013,2.6401993075315,4,0,2021-02-23,4.762775028253169,1.75,0.1100083044804791,-0.1985847454402703,1,NORMAL,0.0
628170000920,7,192.93112021297205,2.605249764783681,2,0,2018-11-07,3.2155186702162006,3.5,0.1085520735326533,-0.2370772657859014,1,NORMAL,0.0
628170000995,8,151.97727325905186,4.653217462796084,6,0,2019-01-07,2.532954554317531,1.3333333333333333,0.1938840609498368,-0.1600922250946391,1,NORMAL,0.0
628170000722,3,75.22029720994882,1.1734371645991033,3,0,2019-03-02,1.2536716201658138,1.0,0.0488932151916293,-0.2178310056130858,1,NORMAL,0.0
628170000835,4,264.43324573857984,2.324607943860963,7,0,2022-06-01,4.407220762309664,0.5714285714285714,0.0968586643275401,-0.1408459649218236,1,NORMAL,0.0
628170000242,9,189.6443676511309,1.5476794096393596,1,0,2017-10-17,3.1607394608521817,9.0,0.0644866420683066,-0.256323525958717,1,NORMAL,0.0
628170000393,14,110.22286321825726,1.8749536640962128,7,0,2022-06-23,1.837047720304288,2.0,0.0781230693373422,-0.1408459649218236,1,NORMAL,0.0
628170000946,14,46.27219537818143,3.493408914531829,1,0,2018-07-07,0.7712032563030238,14.0,0.1455587047721595,-0.256323525958717,1,NORMAL,0.0
628170000324,3,33.51051934789873,1.841384386560124,7,0,2019-11-02,0.5585086557983121,0.4285714285714285,0.0767243494400051,-0.1408459649218236,1,NORMAL,0.0
628170000710,9,118.1445532258778,0.7861180780112567,4,0,2019-03-08,1.9690758870979637,2.25,0.0327549199171356,-0.1985847454402703,1,NORMAL,0.0
628170000015,4,71.01372724831947,3.616229051725064,7,0,2019-08-07,1.1835621208053244,0.5714285714285714,0.1506762104885443,-0.1408459649218236,1,NORMAL,0.0
628170000823,13,97.15285359866007,0.2246940235381793,4,0,2018-01-22,1.6192142266443346,3.25,0.0093622509807574,-0.1985847454402703,1,NORMAL,0.0
628180000012,669,8.240901743671497,389.2392832266162,195,1,2019-10-25,0.1373483623945249,3.4307692307692306,16.218303467775673,3.477450947567503,1,NORMAL,0.0
628170000542,10,54.70144609739381,2.25758475000491,1,0,2017-08-12,0.9116907682898968,10.0,0.0940660312502045,-0.256323525958717,1,NORMAL,0.0
628170000120,9,61.00594267958496,1.9009186692285045,5,0,2019-11-12,1.016765711326416,1.8,0.0792049445511876,-0.1793384852674547,1,NORMAL,0.0
628170000594,7,31.724185363545068,3.413270054169627,5,0,2020-12-20,0.5287364227257512,1.4,0.1422195855904011,-0.1793384852674547,1,NORMAL,0.0
628170000409,5,50.28720106866837,2.466547473218241,5,0,2021-01-31,0.8381200178111394,1.0,0.1027728113840933,-0.1793384852674547,1,NORMAL,0.0
628170000738,14,177.8499415615088,2.518378243666582,3,0,2021-04-09,2.9641656926918136,4.666666666666667,0.1049324268194409,-0.2178310056130858,1,NORMAL,0.0
628170000532,14,136.98534510371786,4.30017835929389,6,0,2019-08-24,2.2830890850619645,2.333333333333333,0.179174098303912,-0.1600922250946391,1,NORMAL,0.0
628170000134,1,98.75297678621624,3.135980978999365,7,0,2018-10-19,1.645882946436937,0.1428571428571428,0.1306658741249735,-0.1408459649218236,1,NORMAL,0.0
628170000997,14,75.36383609111311,4.539943910449235,6,0,2017-09-21,1.2560639348518852,2.333333333333333,0.1891643296020514,-0.1600922250946391,1,NORMAL,0.0
628170000084,6,204.39765515953232,2.045209433663989,7,0,2020-08-07,3.4066275859922053,0.8571428571428571,0.0852170597359995,-0.1408459649218236,1,NORMAL,0.0
628170000933,10,174.07268761625718,2.251834101505367,7,0,2018-01-06,2.901211460270953,1.4285714285714286,0.0938264208960569,-0.1408459649218236,1,NORMAL,0.0
628170000171,9,272.88513478413347,2.458586343013086,4,0,2019-09-08,4.548085579735558,2.25,0.1024410976255452,-0.1985847454402703,1,NORMAL,0.0
628170000451,2,158.03783849751522,1.3747731757140509,3,0,2020-01-22,2.6339639749585877,0.6666666666666666,0.0572822156547521,-0.2178310056130858,1,NORMAL,0.0
628170000647,1,70.78563078084306,2.7494225355600608,1,0,2018-03-08,1.1797605130140512,1.0,0.1145592723150025,-0.256323525958717,1,NORMAL,0.0
628170000351,4,36.066713246431696,0.5556541351333476,6,0,2022-04-13,0.6011118874405282,0.6666666666666666,0.0231522556305561,-0.1600922250946391,1,NORMAL,0.0
628170000358,4,295.7885887899591,2.847234462639238,7,0,2018-04-17,4.929809813165985,0.5714285714285714,0.1186347692766349,-0.1408459649218236,1,NORMAL,0.0
628170000417,12,217.5680471306952,0.8786500215798325,7,0,2022-01-24,3.62613411884492,1.7142857142857142,0.0366104175658263,-0.1408459649218236,1,NORMAL,0.0
