msisdn,daily_calls,avg_call_duration,daily_data_gb,unique_destinations,is_fraud,report_date,avg_call_duration_min,call_to_dest_ratio,data_usage_intensity,dest_zscore
628170000992,9,210.23847280869705,1.2386831829746343,1,0,2019-04-17,3.5039745468116177,9.0,0.051611799290609765,-0.256323525958717
628170000420,13,127.46295217380724,3.781737921542325,3,0,2021-03-01,2.1243825362301205,4.333333333333333,0.15757241339759687,-0.21783100561308585
628170000440,1,220.50529657923587,2.708861343148564,5,0,2019-05-25,3.675088276320598,0.2,0.11286922263119016,-0.17933848526745474
628170000656,3,271.4067849933663,3.741646673784857,6,0,2017-07-30,4.523446416556104,0.5,0.15590194474103572,-0.16009222509463916
628170000280,8,85.38770293014193,4.602740014833817,2,0,2021-12-06,1.4231283821690321,4.0,0.19178083395140902,-0.23707726578590144
628170000373,9,273.00503329898834,0.8225173808607914,3,0,2022-02-26,4.550083888316473,3.0,0.03427155753586631,-0.21783100561308585
628170000555,6,100.13352161528807,2.1946994708110146,1,0,2022-06-24,1.668892026921468,6.0,0.09144581128379227,-0.256323525958717
628180000021,648,6.164611639831719,59.963663962683256,234,1,2022-06-21,0.10274352733052865,2.769230769230769,2.4984859984451355,4.22805509430731
628170000711,3,169.78214371387207,1.4563901081773984,3,0,2020-07-24,2.8297023952312013,1.0,0.06068292117405827,-0.21783100561308585
628170000101,12,295.24222656532373,1.5929277815804,1,0,2021-05-05,4.920703776088729,12.0,0.06637199089918333,-0.256323525958717
628170000577,5,255.99359865819144,0.9514318063651448,6,0,2019-08-17,4.266559977636524,0.8333333333333334,0.03964299193188103,-0.16009222509463916
628170000094,10,80.37309649385256,0.6701953496388329,2,0,2018-09-17,1.339551608230876,5.0,0.02792480623495137,-0.23707726578590144
628170000794,3,78.51443939496534,1.7815200305460257,4,0,2018-04-24,1.3085739899160889,0.75,0.07423000127275108,-0.1985847454402703
628170000509,12,267.36194304178446,4.555179008721645,2,0,2019-09-16,4.456032384029741,6.0,0.18979912536340185,-0.23707726578590144
628170000023,12,76.52636522444006,0.4891549080460344,4,0,2022-04-26,1.2754394204073343,3.0,0.0203814545019181,-0.1985847454402703
628170000667,4,239.68115025377023,0.2698843069597683,7,0,2019-10-23,3.994685837562837,0.5714285714285714,0.011245179456657012,-0.1408459649218236
628170000678,1,61.673211019846505,3.3790812883965846,1,0,2020-04-11,1.027886850330775,1.0,0.14079505368319103,-0.256323525958717
628170000431,14,207.8715090118937,3.8210514858480233,5,0,2021-04-15,3.464525150198228,2.8,0.15921047857700096,-0.17933848526745474
628170000829,11,228.82854406772293,1.6249657258106287,4,0,2021-04-28,3.813809067795382,2.75,0.06770690524210952,-0.1985847454402703
628170000294,11,262.68211767364966,0.7454709899273534,3,0,2019-01-05,4.378035294560828,3.6666666666666665,0.031061291246973058,-0.21783100561308585
628170000781,6,265.82427428204835,0.6907362403780822,3,0,2018-04-29,4.430404571367473,2.0,0.028780676682420094,-0.21783100561308585
628170000761,2,205.58793531367297,1.9808105269204,4,0,2018-08-25,3.426465588561216,0.5,0.08253377195501667,-0.1985847454402703
628170000624,1,232.40599457058968,2.778576278920164,7,0,2020-12-21,3.8734332428431615,0.14285714285714285,0.1157740116216735,-0.1408459649218236
628170000530,12,298.6251121145375,3.986980617147447,5,0,2022-04-09,4.977085201908959,2.4,0.16612419238114362,-0.17933848526745474
628170000253,3,123.67736451198148,4.845595010212481,4,0,2020-12-12,2.0612894085330247,0.75,0.2018997920921867,-0.1985847454402703
628170000748,9,265.38156297989445,3.078735549044449,6,0,2021-10-05,4.423026049664908,1.5,0.12828064787685203,-0.16009222509463916
628170000319,9,137.2395529969828,1.0997746096816043,6,0,2018-01-01,2.2873258832830468,1.5,0.04582394207006685,-0.16009222509463916
628170000212,7,187.51578458685253,3.2196814426193163,5,0,2018-10-11,3.1252630764475424,1.4,0.1341533934424715,-0.17933848526745474
628170000164,1,148.56642531395897,1.9020208192987196,7,0,2019-07-24,2.476107088565983,0.14285714285714285,0.07925086747077999,-0.1408459649218236
628170000273,12,299.15604799840577,1.067605400313693,2,0,2018-06-28,4.985934133306762,6.0,0.04448355834640388,-0.23707726578590144
628170000991,4,144.40932848516596,1.5469234208349223,6,0,2021-01-27,2.4068221414194326,0.6666666666666666,0.06445514253478843,-0.16009222509463916
628170000274,10,165.5926527894355,4.445932011025421,4,0,2021-10-24,2.759877546490592,2.5,0.18524716712605918,-0.1985847454402703
628180000043,137,13.120544152359033,379.0924338664833,255,1,2018-06-01,0.21867573587265055,0.5372549019607843,15.795518077770138,4.632226557936437
628170000862,8,113.14108422962154,1.98900833321092,4,0,2017-12-09,1.8856847371603591,2.0,0.08287534721712167,-0.1985847454402703
628170000422,5,277.6746653748056,4.787411643308944,1,0,2020-09-26,4.627911089580094,5.0,0.1994754851378727,-0.256323525958717
628170000147,1,78.93292786472824,0.6947862031699016,4,0,2021-08-06,1.3155487977454707,0.25,0.028949425132079234,-0.1985847454402703
628170000754,6,207.85109938523652,3.218366713898695,7,0,2021-12-11,3.464184989753942,0.8571428571428571,0.13409861307911228,-0.1408459649218236
628170000250,14,175.09681279323917,3.255130842351541,4,0,2021-03-07,2.918280213220653,3.5,0.13563045176464752,-0.1985847454402703
628170000284,8,182.50710598090643,4.225792909161301,7,0,2017-07-12,3.041785099681774,1.1428571428571428,0.17607470454838756,-0.1408459649218236
628170000448,8,279.5869727516632,4.69043006396215,3,0,2021-06-17,4.6597828791943865,2.6666666666666665,0.19543458599842292,-0.21783100561308585
628170000481,4,124.69219017196174,3.378209452912631,2,0,2020-07-01,2.0782031695326957,2.0,0.14075872720469296,-0.23707726578590144
628170000994,1,198.44201766267471,4.037065442154735,3,0,2019-02-08,3.3073669610445786,0.3333333333333333,0.16821106008978062,-0.21783100561308585
628170000483,8,138.52134667449536,2.117651153764092,4,0,2022-08-25,2.3086891112415895,2.0,0.08823546474017051,-0.1985847454402703
628170000759,10,299.01015733532034,3.4642905761137737,3,0,2018-01-17,4.983502622255339,3.3333333333333335,0.14434544067140723,-0.21783100561308585
628170000596,10,196.5702679614504,3.4630032637618777,3,0,2018-12-04,3.2761711326908403,3.3333333333333335,0.1442918026567449,-0.21783100561308585
628170000256,1,90.64330219379514,4.901854613858368,4,0,2022-08-31,1.510721703229919,0.25,0.20424394224409867,-0.1985847454402703
628170000408,1,58.78152834611839,2.3451157450156743,3,0,2018-11-17,0.9796921391019732,0.3333333333333333,0.09771315604231977,-0.21783100561308585
628170000724,9,201.8361673767819,0.6293261952403878,1,0,2022-04-27,3.363936122946365,9.0,0.026221924801682825,-0.256323525958717
628170000312,7,206.24144912000617,0.1457249371527571,4,0,2022-03-08,3.437357485333436,1.75,0.00607187238136488,-0.1985847454402703
628170000297,3,103.10106174875952,1.1462056949222923,7,0,2019-08-27,1.718351029145992,0.42857142857142855,0.04775857062176218,-0.1408459649218236
628170000512,8,195.62107508689107,0.6168211297874899,5,0,2020-05-28,3.2603512514481845,1.6,0.02570088040781208,-0.17933848526745474
628170000008,10,163.0068853780748,3.0129340424122484,5,0,2017-08-29,2.7167814229679133,2.0,0.12553891843384368,-0.17933848526745474
628170000091,10,71.27196757976964,4.271982292950969,3,0,2019-01-29,1.1878661263294938,3.3333333333333335,0.17799926220629037,-0.21783100561308585
628170000056,7,222.60438818882915,3.805200311586706,2,0,2018-05-17,3.710073136480486,3.5,0.1585500129827794,-0.23707726578590144
628170000652,10,137.35048744995447,1.576199777724002,1,0,2021-06-28,2.2891747908325746,10.0,0.06567499073850008,-0.256323525958717
628170000279,11,272.4746581489927,4.247920259582362,4,0,2022-01-15,4.541244302483212,2.75,0.17699667748259842,-0.1985847454402703
628170000760,9,293.19415377963145,0.6609894265229351,2,0,2022-02-24,4.886569229660524,4.5,0.0275412261051223,-0.23707726578590144
628170000356,6,67.62613999966251,2.941920558397844,6,0,2021-06-01,1.1271023333277086,1.0,0.12258002326657684,-0.16009222509463916
628170000116,9,117.3933938291458,0.9567092735760216,7,0,2020-01-09,1.9565565638190965,1.2857142857142858,0.0398628863990009,-0.1408459649218236
628170000703,13,296.3989001821295,2.5807036915264936,7,0,2021-05-10,4.939981669702159,1.8571428571428572,0.10752932048027057,-0.1408459649218236
628170000981,12,87.2521067752212,4.780064515729337,6,0,2022-02-19,1.45420177958702,2.0,0.1991693548220557,-0.16009222509463916
628170000808,3,291.7413270305276,4.591512655621916,5,0,2019-01-20,4.862355450508793,0.6,0.19131302731757982,-0.17933848526745474
628170000869,9,149.8125592122342,4.184884813494169,6,0,2020-07-06,2.49687598687057,1.5,0.17437020056225705,-0.16009222509463916
628170000033,13,128.35286248298036,4.021746888329572,6,0,2020-10-30,2.1392143747163392,2.1666666666666665,0.16757278701373216,-0.16009222509463916
628170000521,13,77.66256864148724,3.984986653265813,3,0,2021-01-29,1.2943761440247874,4.333333333333333,0.1660411105527422,-0.21783100561308585
628170000552,1,53.486425176080736,3.2098892389443137,7,0,2018-12-09,0.8914404196013456,0.14285714285714285,0.13374538495601307,-0.1408459649218236
628170000412,3,215.86864703548872,3.6669026041714496,7,0,2018-12-06,3.597810783924812,0.42857142857142855,0.15278760850714374,-0.1408459649218236
628170000156,6,74.35176544136809,1.6006427418543974,1,0,2019-03-05,1.2391960906894681,6.0,0.06669344757726656,-0.256323525958717
628170000831,5,158.15033645244975,3.068318322318183,1,0,2020-09-22,2.6358389408741627,5.0,0.12784659676325763,-0.256323525958717
628170000153,3,244.72217420217035,4.983814583879586,3,0,2021-03-25,4.078702903369506,1.0,0.20765894099498275,-0.21783100561308585
628170000878,13,264.6043458092539,2.8327732486252155,1,0,2017-11-02,4.410072430154232,13.0,0.11803221869271731,-0.256323525958717
628170000613,2,48.31600595839642,3.853717405022983,2,0,2019-11-18,0.8052667659732736,1.0,0.1605715585426243,-0.23707726578590144
628170000949,8,57.383623681288455,1.8577060745433664,1,0,2018-04-06,0.9563937280214743,8.0,0.07740441977264027,-0.256323525958717
628170000788,11,198.20097756214037,1.5456994675053657,5,0,2020-01-03,3.303349626035673,2.2,0.06440414447939023,-0.17933848526745474
628170000130,1,47.11124202764729,2.25360727430126,7,0,2019-03-14,0.7851873671274548,0.14285714285714285,0.09390030309588583,-0.1408459649218236
628170000402,11,190.6710412890688,1.3705541184422916,5,0,2019-10-24,3.1778506881511466,2.2,0.05710642160176215,-0.17933848526745474
628170000173,10,176.75927250077692,1.373084722850668,4,0,2022-09-05,2.9459878750129485,2.5,0.05721186345211116,-0.1985847454402703
628170000300,11,36.85431602829311,3.690727569354628,2,0,2022-02-06,0.6142386004715519,5.5,0.15378031538977618,-0.23707726578590144
628170000544,14,101.71201149895064,0.5089740164479781,7,0,2022-04-17,1.6952001916491775,2.0,0.021207250685332423,-0.1408459649218236
628170000054,5,39.90446478046143,0.5737146032689262,7,0,2019-05-05,0.6650744130076905,0.7142857142857143,0.02390477513620526,-0.1408459649218236
628170000884,13,88.23229114738363,2.495599375783012,5,0,2020-08-25,1.4705381857897273,2.6,0.10398330732429217,-0.17933848526745474
628170000950,2,161.18537498030793,4.041742317629574,2,0,2018-05-10,2.6864229163384654,1.0,0.16840592990123227,-0.23707726578590144
628170000737,7,271.6004971363425,4.383690370957361,4,0,2018-05-28,4.526674952272375,1.75,0.18265376545655673,-0.1985847454402703
628170000020,5,272.1328706746232,3.649260203930832,4,0,2020-09-16,4.535547844577053,1.25,0.15205250849711802,-0.1985847454402703
628170000773,6,130.18046600584273,1.8734079551055385,6,0,2021-07-17,2.1696744334307123,1.0,0.0780586647960641,-0.16009222509463916
628170000290,11,138.20602643633802,4.92488172367009,4,0,2017-08-05,2.303433773938967,2.75,0.20520340515292043,-0.1985847454402703
628170000717,4,65.83325359162629,1.4753477560282742,5,0,2022-03-05,1.0972208931937715,0.8,0.061472823167844755,-0.17933848526745474
628170000045,3,232.03011640358773,3.6801875001723054,2,0,2021-06-13,3.867168606726462,1.5,0.15334114584051273,-0.23707726578590144
628170000559,5,89.44946452644906,2.6842581484011143,7,0,2020-05-11,1.4908244087741511,0.7142857142857143,0.1118440895167131,-0.1408459649218236
628170000501,10,145.49874610868284,4.365834282725434,3,0,2018-01-22,2.4249791018113807,3.3333333333333335,0.18190976178022641,-0.21783100561308585
628170000872,6,217.0090071010644,1.3707409968537632,7,0,2019-03-31,3.61681678501774,0.8571428571428571,0.057114208202240134,-0.1408459649218236
628170000956,2,114.05307877212098,3.416424364401238,5,0,2019-10-26,1.9008846462020164,0.4,0.14235101518338492,-0.17933848526745474
628170000775,1,40.82948168137027,0.1496428017359425,5,0,2021-04-10,0.6804913613561712,0.2,0.006235116738997604,-0.17933848526745474
628170000465,7,115.1283912142648,1.3297366405674604,5,0,2018-09-13,1.9188065202377467,1.4,0.055405693356977516,-0.17933848526745474
628170000346,8,264.4863534924365,3.508528917834354,6,0,2019-06-29,4.408105891540608,1.3333333333333333,0.14618870490976474,-0.16009222509463916
628170000587,5,64.7948642178302,3.142549980644313,5,0,2020-07-24,1.0799144036305033,1.0,0.13093958252684637,-0.17933848526745474
628170000262,2,277.00839328838697,0.7276691571943802,7,0,2020-01-27,4.616806554806449,0.2857142857142857,0.03031954821643251,-0.1408459649218236
628170000600,2,201.18153983689507,1.2131798294152232,4,0,2017-12-11,3.353025663948251,0.5,0.05054915955896763,-0.1985847454402703
628170000777,9,186.24236031454623,4.57510604312356,4,0,2017-11-25,3.1040393385757707,2.25,0.19062941846348166,-0.1985847454402703
628170000763,10,213.66162545644863,1.9083598066284917,1,0,2021-10-01,3.5610270909408106,10.0,0.07951499194285382,-0.256323525958717
628170000380,4,143.06804172085975,4.991902805825453,3,0,2018-04-20,2.384467362014329,1.3333333333333333,0.2079959502427272,-0.21783100561308585
628170000810,12,207.3188994261489,1.6624474097735804,7,0,2018-01-11,3.455314990435815,1.7142857142857142,0.06926864207389918,-0.1408459649218236
628170000943,13,272.4682482164965,2.436532994757304,2,0,2019-04-24,4.541137470274942,6.5,0.10152220811488766,-0.23707726578590144
628170000923,1,155.14339182615453,4.341328013560306,1,0,2018-10-23,2.5857231971025754,1.0,0.1808886672316794,-0.256323525958717
628170000535,8,71.55189471176087,4.919255216304588,2,0,2017-10-31,1.1925315785293478,4.0,0.20496896734602452,-0.23707726578590144
628170000697,1,262.2330472410853,1.9841055054595815,5,0,2021-05-24,4.370550787351421,0.2,0.08267106272748256,-0.17933848526745474
628170000815,9,152.5231761735826,3.473184590611471,6,0,2019-05-30,2.542052936226377,1.5,0.1447160246088113,-0.16009222509463916
628170000936,1,249.50614945334524,0.4060422087334501,7,0,2020-02-20,4.158435824222421,0.14285714285714285,0.016918425363893753,-0.1408459649218236
628170000629,12,117.37475917037614,0.3059209083398859,5,0,2021-07-15,1.9562459861729355,2.4,0.012746704514161912,-0.17933848526745474
628170000079,2,231.26865802976909,1.864668396610444,2,0,2019-04-22,3.8544776338294846,1.0,0.07769451652543517,-0.23707726578590144
628170000152,5,67.73854168909816,2.59616842793397,6,0,2020-08-01,1.1289756948183025,0.8333333333333334,0.10817368449724875,-0.16009222509463916
628170000665,13,80.09188923984271,1.2735998325567368,7,0,2022-05-14,1.3348648206640452,1.8571428571428572,0.053066659689864036,-0.1408459649218236
628170000329,4,187.42122146181688,0.2730256392071715,1,0,2021-07-25,3.1236870243636146,4.0,0.011376068300298811,-0.256323525958717
628170000321,7,85.34575976227165,3.692049350545407,4,0,2022-05-02,1.4224293293711943,1.75,0.1538353896060586,-0.1985847454402703
628170000705,3,164.69980143186615,0.4475678590554898,4,0,2022-04-07,2.7449966905311025,0.75,0.01864866079397874,-0.1985847454402703
628170000224,13,218.0957224467609,0.4491579660497672,7,0,2019-06-10,3.634928707446015,1.8571428571428572,0.018714915252073635,-0.1408459649218236
628170000311,8,78.20705875467007,2.36163162465697,7,0,2018-07-31,1.3034509792445013,1.1428571428571428,0.09840131769404042,-0.1408459649218236
628170000325,7,53.087303330706376,3.940579743978447,1,0,2019-12-29,0.8847883888451062,7.0,0.16419082266576862,-0.256323525958717
628170000218,1,166.58994329880582,2.6098874119821054,2,0,2021-03-22,2.776499054980097,0.5,0.10874530883258772,-0.23707726578590144
628170000011,11,94.83931707011212,0.7685547875279923,1,0,2020-03-31,1.5806552845018687,11.0,0.03202311614699968,-0.256323525958717
628170000123,8,186.93431978410533,0.7623148168586316,3,0,2021-12-09,3.1155719964017554,2.6666666666666665,0.031763117369109646,-0.21783100561308585
628170000879,12,184.064631592484,1.8016574912494872,3,0,2020-09-08,3.0677438598747333,4.0,0.0750690621353953,-0.21783100561308585
628170000508,11,142.74680946193064,2.373263746380431,6,0,2018-05-13,2.3791134910321774,1.8333333333333333,0.09888598943251796,-0.16009222509463916
628170000340,9,179.05273883003466,2.298192091677259,3,0,2022-03-31,2.9842123138339107,3.0,0.09575800381988579,-0.21783100561308585
628170000006,5,153.96665418433054,1.2365407709682796,5,0,2021-10-29,2.566110903072176,1.0,0.05152253212367832,-0.17933848526745474
628170000315,1,95.6564915698526,4.959868761611881,1,0,2022-06-28,1.5942748594975433,1.0,0.20666119840049504,-0.256323525958717
628170000078,4,188.44710186563736,1.38925159256313,3,0,2021-09-28,3.140785031093956,1.3333333333333333,0.057885483023463746,-0.21783100561308585
628170000909,6,31.554838334492825,0.8291002500850666,7,0,2021-10-27,0.5259139722415471,0.8571428571428571,0.03454584375354444,-0.1408459649218236
628170000955,10,175.5735447023187,4.989322192841693,1,0,2021-05-25,2.926225745038645,10.0,0.2078884247017372,-0.256323525958717
628170000129,3,66.29196277352304,2.5800951279171964,6,0,2019-05-12,1.104866046225384,0.5,0.10750396366321652,-0.16009222509463916
628170000215,7,285.76650169519013,2.6401993075315,4,0,2021-02-23,4.762775028253169,1.75,0.11000830448047916,-0.1985847454402703
628170000920,7,192.93112021297205,2.605249764783681,2,0,2018-11-07,3.2155186702162006,3.5,0.10855207353265338,-0.23707726578590144
628170000995,8,151.97727325905186,4.653217462796084,6,0,2019-01-07,2.532954554317531,1.3333333333333333,0.19388406094983682,-0.16009222509463916
628170000722,3,75.22029720994882,1.1734371645991033,3,0,2019-03-02,1.2536716201658138,1.0,0.048893215191629306,-0.21783100561308585
628170000835,4,264.43324573857984,2.324607943860963,7,0,2022-06-01,4.407220762309664,0.5714285714285714,0.09685866432754013,-0.1408459649218236
628170000242,9,189.6443676511309,1.5476794096393596,1,0,2017-10-17,3.1607394608521817,9.0,0.06448664206830665,-0.256323525958717
628170000393,14,110.22286321825726,1.8749536640962128,7,0,2022-06-23,1.8370477203042876,2.0,0.0781230693373422,-0.1408459649218236
628170000946,14,46.27219537818143,3.493408914531829,1,0,2018-07-07,0.7712032563030238,14.0,0.14555870477215954,-0.256323525958717
628170000324,3,33.51051934789873,1.8413843865601236,7,0,2019-11-02,0.5585086557983121,0.42857142857142855,0.07672434944000515,-0.1408459649218236
628170000710,9,118.1445532258778,0.7861180780112567,4,0,2019-03-08,1.9690758870979634,2.25,0.032754919917135694,-0.1985847454402703
628170000015,4,71.01372724831947,3.616229051725064,7,0,2019-08-07,1.1835621208053244,0.5714285714285714,0.15067621048854432,-0.1408459649218236
628170000823,13,97.15285359866007,0.2246940235381793,4,0,2018-01-22,1.6192142266443346,3.25,0.00936225098075747,-0.1985847454402703
628180000012,669,8.240901743671497,389.2392832266162,195,1,2019-10-25,0.13734836239452494,3.4307692307692306,16.218303467775673,3.477450947567503
628170000542,10,54.70144609739381,2.25758475000491,1,0,2017-08-12,0.9116907682898969,10.0,0.09406603125020459,-0.256323525958717
628170000120,9,61.00594267958496,1.9009186692285045,5,0,2019-11-12,1.0167657113264161,1.8,0.07920494455118769,-0.17933848526745474
628170000594,7,31.724185363545068,3.413270054169627,5,0,2020-12-20,0.5287364227257512,1.4,0.14221958559040113,-0.17933848526745474
628170000409,5,50.28720106866837,2.466547473218241,5,0,2021-01-31,0.8381200178111394,1.0,0.10277281138409337,-0.17933848526745474
628170000738,14,177.8499415615088,2.518378243666582,3,0,2021-04-09,2.9641656926918136,4.666666666666667,0.10493242681944091,-0.21783100561308585
628170000532,14,136.98534510371786,4.30017835929389,6,0,2019-08-24,2.2830890850619645,2.3333333333333335,0.17917409830391207,-0.16009222509463916
628170000134,1,98.75297678621624,3.135980978999365,7,0,2018-10-19,1.6458829464369373,0.14285714285714285,0.13066587412497355,-0.1408459649218236
628170000997,14,75.36383609111311,4.539943910449235,6,0,2017-09-21,1.2560639348518852,2.3333333333333335,0.18916432960205146,-0.16009222509463916
628170000084,6,204.39765515953232,2.045209433663989,7,0,2020-08-07,3.4066275859922053,0.8571428571428571,0.08521705973599954,-0.1408459649218236
628170000933,10,174.07268761625718,2.251834101505367,7,0,2018-01-06,2.901211460270953,1.4285714285714286,0.09382642089605696,-0.1408459649218236
628170000171,9,272.88513478413347,2.458586343013086,4,0,2019-09-08,4.548085579735558,2.25,0.10244109762554525,-0.1985847454402703
628170000451,2,158.03783849751522,1.3747731757140509,3,0,2020-01-22,2.6339639749585873,0.6666666666666666,0.05728221565475212,-0.21783100561308585
628170000647,1,70.78563078084306,2.7494225355600608,1,0,2018-03-08,1.1797605130140512,1.0,0.11455927231500253,-0.256323525958717
628170000351,4,36.066713246431696,0.5556541351333476,6,0,2022-04-13,0.6011118874405282,0.6666666666666666,0.02315225563055615,-0.16009222509463916
628170000358,4,295.7885887899591,2.847234462639238,7,0,2018-04-17,4.929809813165985,0.5714285714285714,0.11863476927663491,-0.1408459649218236
628170000417,12,217.5680471306952,0.8786500215798325,7,0,2022-01-24,3.6261341188449197,1.7142857142857142,0.03661041756582636,-0.1408459649218236
628170000598,5,200.58965229450047,0.956919042162201,6,0,2020-11-06,3.343160871575008,0.8333333333333334,0.03987162675675838,-0.16009222509463916
628170000168,14,231.8545326475878,3.869593978842565,4,0,2022-06-25,3.86424221079313,3.5,0.16123308245177354,-0.1985847454402703
628170000603,10,58.884772483278766,3.250121359287668,6,0,2018-05-22,0.9814128747213128,1.6666666666666667,0.13542172330365285,-0.16009222509463916
628170000702,6,95.3521542828824,3.743610189265144,2,0,2021-09-12,1.5892025713813733,3.0,0.15598375788604765,-0.23707726578590144
628170000247,10,31.25064621124277,0.6947934489810915,4,0,2021-06-02,0.5208441035207129,2.5,0.028949727040878812,-0.1985847454402703
628170000304,3,37.31591797594054,1.557987411462221,5,0,2021-12-17,0.6219319662656757,0.6,0.06491614214425921,-0.17933848526745474
628170000854,8,202.5623832101851,1.638436915149029,6,0,2022-06-18,3.3760397201697514,1.3333333333333333,0.06826820479787621,-0.16009222509463916
628170000707,4,219.6655420469081,1.87308015670518,1,0,2019-10-15,3.661092367448468,4.0,0.0780450065293825,-0.256323525958717
628170000599,4,100.14696688732316,4.293112568638353,7,0,2018-11-20,1.6691161147887192,0.5714285714285714,0.17887969035993137,-0.1408459649218236
628170000579,14,213.63800837528112,4.147293242269601,6,0,2019-07-01,3.560633472921352,2.3333333333333335,0.1728038850945667,-0.16009222509463916
628170000889,9,207.6182322428197,2.889949069793186,1,0,2021-12-11,3.4603038707136613,9.0,0.12041454457471608,-0.256323525958717
628170000361,14,103.5229781602296,4.044446098435772,6,0,2017-09-10,1.72538296933716,2.3333333333333335,0.16851858743482384,-0.16009222509463916
628170000558,13,51.88247829506494,2.842802849828075,3,0,2020-12-22,0.8647079715844157,4.333333333333333,0.11845011874283645,-0.21783100561308585
628170000046,12,79.82067522622188,2.3795075001902197,2,0,2019-04-02,1.330344587103698,6.0,0.09914614584125915,-0.23707726578590144
628170000068,4,87.09096188906705,2.652694088633007,4,0,2022-04-13,1.4515160314844509,1.0,0.11052892035970863,-0.1985847454402703
628170000961,2,62.90924520097584,4.187308525303311,7,0,2020-01-26,1.048487420016264,0.2857142857142857,0.17447118855430463,-0.1408459649218236
628170000260,1,164.55929863965952,4.077671961641674,3,0,2022-08-22,2.7426549773276587,0.3333333333333333,0.16990299840173642,-0.21783100561308585
628170000494,3,125.74798256300969,0.90706113181825,2,0,2019-02-28,2.0957997093834946,1.5,0.03779421382576042,-0.23707726578590144
628170000022,8,210.24058940067732,1.443387266143049,4,0,2021-11-27,3.504009823344622,2.0,0.0601411360892937,-0.1985847454402703
628170000983,6,140.97768684781028,1.5678718219739822,3,0,2019-01-17,2.349628114130171,2.0,0.06532799258224926,-0.21783100561308585
628170000401,11,100.81129196095276,4.7093283010651685,3,0,2021-03-29,1.6801881993492127,3.6666666666666665,0.196222012544382,-0.21783100561308585
628180000027,611,10.171721301089704,491.19600662166727,98,1,2017-08-23,0.16952868835149507,6.23469387755102,20.466500275902803,1.6105637108043929
628170000413,4,147.40338142301147,2.532659646540969,5,0,2022-04-19,2.4567230237168576,0.8,0.10552748527254037,-0.17933848526745474
628170000804,13,126.99300973793672,2.2874556303677527,3,0,2018-12-10,2.116550162298945,4.333333333333333,0.09531065126532302,-0.21783100561308585
628170000345,4,67.83055745694219,2.1218470201582567,5,0,2019-03-03,1.1305092909490364,0.8,0.08841029250659403,-0.17933848526745474
628170000635,11,299.223615042582,4.562773792055185,7,0,2021-10-03,4.987060250709701,1.5714285714285714,0.19011557466896603,-0.1408459649218236
628170000477,7,172.81302618734725,2.4750118069372307,3,0,2021-10-29,2.880217103122454,2.3333333333333335,0.10312549195571795,-0.21783100561308585
628170000002,13,69.70983985084024,0.2158290716270483,1,0,2018-01-09,1.1618306641806706,13.0,0.008992877984460346,-0.256323525958717
628170000692,7,135.9732602298049,2.9993160953009954,1,0,2017-08-27,2.266221003830082,7.0,0.12497150397087481,-0.256323525958717
628170000669,5,258.09147159155964,4.977643829337419,3,0,2021-06-30,4.301524526525994,1.6666666666666667,0.20740182622239245,-0.21783100561308585
628170000778,13,148.42616318118942,3.101609994889614,6,0,2020-08-08,2.473769386353157,2.1666666666666665,0.12923374978706725,-0.16009222509463916
